all_checkpoint_detector_flip,art_install_pass,behavior_ioc_pass,condition,cumulative_art_install_pass,cumulative_behavior_ioc_pass,cumulative_detector_flip,cumulative_edit_applied_pass,cumulative_repack_pass,cumulative_smoke_pass,detector_flip,edit_applied_pass,failure_category,ineligible_reason,latent_cosine,latent_delta_l2,matching_detector_flip,matching_malware_probability_delta,matching_modified_malware_probability,matching_original_malware_probability,realized_delta_l2,relative_target_distance,repack_pass,seed,smoke_pass,source_id,stage,status
False,False,True,random_direction,False,False,False,True,True,False,False,True,,,0.035201337188482285,0.13725195825099945,False,-6.230038707144558e-11,2.9967384307383327e-07,2.997361434609047e-07,0.0043017128482460976,0.9993876814842224,True,42,False,source_011,gated,complete
False,False,True,random_method,False,False,False,True,True,False,False,True,,,0.03787069022655487,0.13725195825099945,False,-3.410605131648481e-12,2.9973273285577307e-07,2.997361434609047e-07,0.2972984313964844,2.3511343002319336,True,42,False,source_011,gated,complete
False,False,True,latent_cosine,False,False,False,True,True,False,False,True,,,0.05275017395615578,0.13758881390094757,False,2.1715807185232125e-18,2.9079022244066395e-16,2.8861864172214074e-16,0.007978221401572227,0.9986215233802795,True,42,False,source_032,gated,complete
False,False,True,semantics_preserving,False,False,False,True,True,False,False,True,,,0.0045796530321240425,0.13758881390094757,False,1.7401233110155533e-19,2.887926540532423e-16,2.8861864172214074e-16,0.008813051506876945,1.0017565488815308,True,42,False,source_032,gated,complete
False,False,False,destructive_upper,False,False,False,True,True,False,False,True,,,0.06503809243440628,0.13758881390094757,False,5.457936204971889e-18,2.9407657792711263e-16,2.8861864172214074e-16,0.7029950022697449,5.142106533050537,True,42,False,source_032,gated,complete
False,False,True,random_direction,False,False,False,True,True,False,False,True,,,0.020737217739224434,0.13758881390094757,False,2.5305109299222223e-20,2.8864394683143996e-16,2.8861864172214074e-16,0.0065080225467681885,1.0001379251480103,True,42,False,source_032,gated,complete
False,False,True,random_method,False,False,False,True,True,False,False,True,,,0.021904464811086655,0.13758881390094757,False,-5.505714157152952e-21,2.886131360079836e-16,2.8861864172214074e-16,0.292023241519928,2.3263161182403564,True,42,False,source_032,gated,complete
False,False,True,latent_cosine,False,False,False,True,True,False,False,True,,,0.05275017023086548,0.13758881390094757,False,0.0,0.0,0.0,0.007978221401572227,0.9986215233802795,True,42,False,source_009,gated,complete
False,False,True,semantics_preserving,False,False,False,True,True,False,False,True,,,0.0045796530321240425,0.13758881390094757,False,0.0,0.0,0.0,0.008813051506876945,1.0017565488815308,True,42,False,source_009,gated,complete
False,False,False,destructive_upper,False,False,False,True,True,False,False,True,,,0.06503809243440628,0.13758881390094757,False,0.0,0.0,0.0,0.7029950022697449,5.142106533050537,True,42,False,source_009,gated,complete
False,False,True,random_direction,False,False,False,True,True,False,False,True,,,0.020737217739224434,0.13758881390094757,False,0.0,0.0,0.0,0.0065080225467681885,1.0001379251480103,True,42,False,source_009,gated,complete
False,False,True,random_method,False,False,False,True,True,False,False,True,,,0.03076399862766266,0.13758881390094757,False,0.0,0.0,0.0,0.09650121629238129,1.2036492824554443,True,42,False,source_009,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.04974304884672165,0.13752901554107666,False,-6.252527236938477e-05,0.9800305962562561,0.9800931215286255,0.0046486081555485725,0.9988894462585449,True,42,True,source_047,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,0.00919631402939558,0.13752901554107666,False,-3.0338764190673828e-05,0.9800627827644348,0.9800931215286255,0.00502280006185174,1.000331163406372,True,42,True,source_047,gated,complete
False,True,True,destructive_upper,True,True,False,True,True,True,False,True,,,0.06711068004369736,0.13752901554107666,False,-0.0010241866111755371,0.97906893491745,0.9800931215286255,0.7067594528198242,5.16908073425293,True,42,True,source_047,gated,complete
False,True,True,random_direction,True,True,False,True,True,True,False,True,,,0.02487940900027752,0.13752901554107666,False,-6.794929504394531e-06,0.9800863265991211,0.9800931215286255,0.003959659952670336,0.9996982216835022,True,42,True,source_047,gated,complete
False,True,True,random_method,True,True,False,True,True,True,False,True,,,0.05798890441656113,0.13752901554107666,False,-2.9206275939941406e-05,0.9800639152526855,0.9800931215286255,0.0928737074136734,1.1737605333328247,True,42,True,source_047,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.03966250643134117,0.13631916046142578,False,3.5762786865234375e-07,0.9981348514556885,0.9981344938278198,0.007898585870862007,0.9993804097175598,True,42,True,source_057,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,0.0008046754519455135,0.13631916046142578,False,-8.940696716308594e-07,0.9981335997581482,0.9981344938278198,0.008654075674712658,1.0019621849060059,True,42,True,source_057,gated,complete
False,True,True,destructive_upper,True,True,False,True,True,True,False,True,,,0.06356808543205261,0.13631916046142578,False,9.268522262573242e-05,0.9982271790504456,0.9981344938278198,0.7196431756019592,5.310158729553223,True,42,True,source_057,gated,complete
False,True,True,random_direction,True,True,False,True,True,True,False,True,,,0.012066573835909367,0.13631916046142578,False,5.960464477539062e-07,0.9981350898742676,0.9981344938278198,0.006315240636467934,1.000514030456543,True,42,True,source_057,gated,complete
False,True,True,random_method,True,True,False,True,True,True,False,True,,,0.014982173219323158,0.13631916046142578,False,-8.034706115722656e-05,0.9980541467666626,0.9981344938278198,0.1290179044008255,1.3665244579315186,True,42,True,source_057,gated,complete
False,False,True,latent_cosine,False,False,False,True,True,False,False,True,,,0.05275017023086548,0.13758881390094757,False,0.0,0.0,0.0,0.007978221401572227,0.9986215233802795,True,42,False,source_023,gated,complete
False,False,True,semantics_preserving,False,False,False,True,True,False,False,True,,,0.004579651635140181,0.13758881390094757,False,0.0,0.0,0.0,0.008813051506876945,1.0017565488815308,True,42,False,source_023,gated,complete
False,False,False,destructive_upper,False,False,False,True,True,False,False,True,,,0.06503809243440628,0.13758881390094757,False,0.0,0.0,0.0,0.7029950022697449,5.142106533050537,True,42,False,source_023,gated,complete
False,False,True,random_direction,False,False,False,True,True,False,False,True,,,0.05275017023086548,0.13758881390094757,False,0.0,0.0,0.0,0.007978221401572227,0.9986215233802795,True,42,False,source_023,gated,complete
False,False,True,random_method,False,False,False,True,True,False,False,True,,,0.05417819693684578,0.13758881390094757,False,0.0,0.0,0.0,0.027660658583045006,1.0092734098434448,True,42,False,source_023,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.037791211158037186,0.13645868003368378,False,-7.152557373046875e-07,0.9980218410491943,0.9980225563049316,0.007898585870862007,0.9994876384735107,True,42,True,source_020,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,0.0011364457895979285,0.13645868003368378,False,-1.1920928955078125e-06,0.9980213642120361,0.9980225563049316,0.008654075674712658,1.0019370317459106,True,42,True,source_020,gated,complete
False,True,True,destructive_upper,True,True,False,True,True,True,False,True,,,0.061118967831134796,0.13645868003368378,False,7.957220077514648e-05,0.9981021285057068,0.9980225563049316,0.7196431756019592,5.307291030883789,True,42,True,source_020,gated,complete
False,True,True,random_direction,True,True,False,True,True,True,False,True,,,0.0011364457895979285,0.13645868003368378,False,-1.1920928955078125e-06,0.9980213642120361,0.9980225563049316,0.008654075674712658,1.0019370317459106,True,42,True,source_020,gated,complete
False,True,True,random_method,True,True,False,True,True,True,False,True,,,0.042249638587236404,0.13645868003368378,False,-8.344650268554688e-07,0.9980217218399048,0.9980225563049316,0.13508673012256622,1.3770778179168701,True,42,True,source_020,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.04974304884672165,0.13752901554107666,False,-6.252527236938477e-05,0.9800305962562561,0.9800931215286255,0.0046486081555485725,0.9988894462585449,True,42,True,source_034,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,0.009196316823363304,0.13752901554107666,False,-3.0338764190673828e-05,0.9800627827644348,0.9800931215286255,0.00502280006185174,1.000331163406372,True,42,True,source_034,gated,complete
False,True,True,destructive_upper,True,True,False,True,True,True,False,True,,,0.06711068004369736,0.13752901554107666,False,-0.0010241866111755371,0.97906893491745,0.9800931215286255,0.7067594528198242,5.16908073425293,True,42,True,source_034,gated,complete
False,True,True,random_direction,True,True,False,True,True,True,False,True,,,-0.016368955373764038,0.13752901554107666,False,4.470348358154297e-06,0.9800975918769836,0.9800931215286255,0.0032790680415928364,1.0006743669509888,True,42,True,source_034,gated,complete
False,True,True,random_method,True,True,False,True,True,True,False,True,,,0.01932477578520775,0.13752901554107666,False,5.1856040954589844e-05,0.9801449775695801,0.9800931215286255,0.03742801025509834,1.0312834978103638,True,42,True,source_034,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.03869673237204552,0.1358625441789627,False,-1.9073486328125e-06,0.9976426959037781,0.9976446032524109,0.007898585870862007,0.99944007396698,True,42,True,source_041,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,-0.0020427703857421875,0.1358625441789627,False,-1.6689300537109375e-06,0.9976429343223572,0.9976446032524109,0.008654075674712658,1.0021564960479736,True,42,True,source_041,gated,complete
False,True,True,destructive_upper,True,True,False,True,True,True,False,True,,,0.06304032355546951,0.1358625441789627,False,-3.30805778503418e-05,0.9976115226745605,0.9976446032524109,0.7196431756019592,5.328110218048096,True,42,True,source_041,gated,complete
False,True,True,random_direction,True,True,False,True,True,True,False,True,,,-0.0020427703857421875,0.1358625441789627,False,-1.6689300537109375e-06,0.9976429343223572,0.9976446032524109,0.008654075674712658,1.0021564960479736,True,42,True,source_041,gated,complete
False,True,True,random_method,True,True,False,True,True,True,False,True,,,0.024729810655117035,0.1358625441789627,False,-1.043081283569336e-05,0.9976341724395752,0.9976446032524109,0.11197155714035034,1.2800259590148926,True,42,True,source_041,gated,complete
,,,latent_cosine,,,,,,,,,invalid_source_apk_zip,,,,,,,,,,,42,,source_016,scored,failed
,,,semantics_preserving,,,,,,,,,invalid_source_apk_zip,,,,,,,,,,,42,,source_016,scored,failed
,,,destructive_upper,,,,,,,,,invalid_source_apk_zip,,,,,,,,,,,42,,source_016,scored,failed
,,,random_direction,,,,,,,,,invalid_source_apk_zip,,,,,,,,,,,42,,source_016,scored,failed
,,,random_method,,,,,,,,,invalid_source_apk_zip,,,,,,,,,,,42,,source_016,scored,failed
False,False,True,latent_cosine,False,False,False,True,True,False,False,True,,,0.05275017023086548,0.13758881390094757,False,1.3498264107885327e-18,1.968208107887455e-16,1.9547098437795697e-16,0.007978221401572227,0.9986215233802795,True,42,False,source_002,gated,complete
False,False,True,semantics_preserving,False,False,False,True,True,False,False,True,,,0.004579654894769192,0.13758881390094757,False,2.6936971211666836e-19,1.9574035409007363e-16,1.9547098437795697e-16,0.008813051506876945,1.0017565488815308,True,42,False,source_002,gated,complete
False,False,False,destructive_upper,False,False,False,True,True,False,False,True,,,0.06503809243440628,0.13758881390094757,False,2.925741797066999e-17,2.2472840234862696e-16,1.9547098437795697e-16,0.7029950022697449,5.142106533050537,True,42,False,source_002,gated,complete
False,False,True,random_direction,False,False,False,True,True,False,False,True,,,0.020737221464514732,0.13758881390094757,False,-4.323838497937186e-20,1.954277459929776e-16,1.9547098437795697e-16,0.0065080225467681885,1.0001379251480103,True,42,False,source_002,gated,complete
False,False,True,random_method,False,False,False,True,True,False,False,True,,,0.04766280576586723,0.13758881390094757,False,-1.4823076576950256e-21,1.9546950207029927e-16,1.9547098437795697e-16,0.09335900098085403,1.1814099550247192,True,42,False,source_002,gated,complete
False,True,True,latent_cosine,True,True,False,True,True,True,False,True,,,0.04171161353588104,0.13685771822929382,False,-1.2099742889404297e-05,0.9958198070526123,0.9958319067955017,0.016693808138370514,1.002348780632019,True,42,True,source_056,gated,complete
False,True,True,semantics_preserving,True,True,False,True,True,True,False,True,,,0.007147633004933596,0.13685771822929382,False,-1.1265277862548828e-05,0.9958206415176392,0.9958319067955017,0.018499448895454407,1.0081366300582886,True,42,True,source_056,gated,complete
